catalognumber,Morph,subject_Filename,institutioncode,eventdate,year,month,day,stateprovince,county,locality,decimallatitude,decimallongitude,Site,Clade,genus,specificepithet,Filename,SVL_mm,season,MAT,MAP
424751,U,USNM_10_04_19_morph_R0011090_06.jpg,USNM,4/26/69,1969,4,26,Virginia,Highland,"Sirons Mill, N of, 0.5 mi (by road ) S of the junction of VA Route 617 and VA Route 624, on Route 617",38.4178,-79.4722,VA_1,Virginia,Plethodon,cinereus,R0011091,42.251,spring,8.3,1037
424752,U,USNM_10_04_19_morph_R0011058_06.jpg,USNM,4/26/69,1969,4,26,Virginia,Highland,"Sirons Mill, N of, 0.5 mi (by road ) S of the junction of VA Route 617 and VA Route 624, on Route 617",38.4178,-79.4722,VA_1,Virginia,Plethodon,cinereus,R0011061,46.259,spring,8.3,1037
424753,S,USNM_10_04_19_morph_R0011074_02.jpg,USNM,4/26/69,1969,4,26,Virginia,Highland,"Sirons Mill, N of, 0.5 mi (by road ) S of the junction of VA Route 617 and VA Route 624, on Route 617",38.4178,-79.4722,VA_1,Virginia,Plethodon,cinereus,R0011075,44.314,spring,8.3,1037
424754,U,USNM_10_04_19_morph_R0011078_09.jpg,USNM,4/26/69,1969,4,26,Virginia,Highland,"Sirons Mill, N of, 0.5 mi (by road ) S of the junction of VA Route 617 and VA Route 624, on Route 617",38.4178,-79.4722,VA_1,Virginia,Plethodon,cinereus,R0011081,43.286,spring,8.3,1037
424755,S,USNM_10_04_19_morph_R0011078_02.jpg,USNM,4/26/69,1969,4,26,Virginia,Highland,"Sirons Mill, N of, 0.5 mi (by road ) S of the junction of VA Route 617 and VA Route 624, on Route 617",38.4178,-79.4722,VA_1,Virginia,Plethodon,cinereus,R0011079,46.355,spring,8.3,1037
424756,S,USNM_10_04_19_morph_R0011127_07.jpg,USNM,4/26/69,1969,4,26,Virginia,Highland,"Sirons Mill, N of, 0.5 mi (by road ) S of the junction of VA Route 617 and VA Route 624, on Route 617",38.4178,-79.4722,VA_1,Virginia,Plethodon,cinereus,R0011130,44.93,spring,8.3,1037
424757,U,USNM_10_04_19_morph_R0011024_05.jpg,USNM,4/26/69,1969,4,26,Virginia,Highland,"Sirons Mill, N of, 0.5 mi (by road ) S of the junction of VA Route 617 and VA Route 624, on Route 617",38.4178,-79.4722,VA_1,Virginia,Plethodon,cinereus,R0011025,38.462,spring,8.3,1037
424759,U,USNM_10_04_19_morph_R0011139_04.jpg,USNM,10/5/85,1985,10,5,Virginia,Highland,"Sirons Mill, N of, 0.5 mi (by road ) S of the junction of VA Route 617 and VA Route 624, on Route 617",38.4178,-79.4722,VA_1,Virginia,Plethodon,cinereus,R0011140,29.95,fall,9.3,1138
424760,S,USNM_10_04_19_morph_R0011135_05.jpg,USNM,10/5/85,1985,10,5,Virginia,Highland,"Sirons Mill, N of, 0.5 mi (by road ) S of the junction of VA Route 617 and VA Route 624, on Route 617",38.4178,-79.4722,VA_1,Virginia,Plethodon,cinereus,R0011136,16.36,fall,9.3,1138
424761,S,USNM_10_04_19_morph_R0011107_06.jpg,USNM,10/5/85,1985,10,5,Virginia,Highland,"Sirons Mill, N of, 0.5 mi (by road ) S of the junction of VA Route 617 and VA Route 624, on Route 617",38.4178,-79.4722,VA_1,Virginia,Plethodon,cinereus,R0011108,32.132,fall,9.3,1138
424762,S,USNM_10_04_19_morph_R0011143_07.jpg,USNM,10/5/85,1985,10,5,Virginia,Highland,"Sirons Mill, N of, 0.5 mi (by road ) S of the junction of VA Route 617 and VA Route 624, on Route 617",38.4178,-79.4722,VA_1,Virginia,Plethodon,cinereus,R0011145,28.684,fall,9.3,1138
424763,S,USNM_10_04_19_morph_R0011146_09.jpg,USNM,10/5/85,1985,10,5,Virginia,Highland,"Sirons Mill, N of, 0.5 mi (by road ) S of the junction of VA Route 617 and VA Route 624, on Route 617",38.4178,-79.4722,VA_1,Virginia,Plethodon,cinereus,R0011149,31.264,fall,9.3,1138
424764,S,USNM_10_04_19_morph_R0011135_09.jpg,USNM,10/5/85,1985,10,5,Virginia,Highland,"Sirons Mill, N of, 0.5 mi (by road ) S of the junction of VA Route 617 and VA Route 624, on Route 617",38.4178,-79.4722,VA_1,Virginia,Plethodon,cinereus,R0011138,16.754,fall,9.3,1138
424768,S,USNM_10_04_19_morph_R0011107_09.jpg,USNM,5/6/79,1979,5,6,Virginia,Highland,"Monterey, 2.2 mi (by road) NW of, on U.S. Route 250",38.4256,-79.5972,VA_1,Virginia,Plethodon,cinereus,R0011110,34.71,spring,7.9,1366
424769,S,USNM_10_04_19_morph_R0011049_03.jpg,USNM,5/6/79,1979,5,6,Virginia,Highland,"Monterey, 2.2 mi (by road) NW of, on U.S. Route 250",38.4256,-79.5972,VA_1,Virginia,Plethodon,cinereus,R0011050,44.828,spring,7.9,1366
424770,S,USNM_10_04_19_morph_R0011115_09.jpg,USNM,5/6/79,1979,5,6,Virginia,Highland,"Monterey, 2.2 mi (by road) NW of, on U.S. Route 250",38.4256,-79.5972,VA_1,Virginia,Plethodon,cinereus,R0011118,40.032,spring,7.9,1366
424771,S,USNM_10_04_19_morph_R0011099_05.jpg,USNM,5/6/79,1979,5,6,Virginia,Highland,"Monterey, 2.2 mi (by road) NW of, on U.S. Route 250",38.4256,-79.5972,VA_1,Virginia,Plethodon,cinereus,R0011100,40.977,spring,7.9,1366
424772,S,USNM_10_04_19_morph_R0011111_05.jpg,USNM,5/6/79,1979,5,6,Virginia,Highland,"Monterey, 2.2 mi (by road) NW of, on U.S. Route 250",38.4256,-79.5972,VA_1,Virginia,Plethodon,cinereus,R0011112,36.58,spring,7.9,1366
424773,S,USNM_10_04_19_morph_R0011082_09.jpg,USNM,5/6/79,1979,5,6,Virginia,Highland,"Monterey, 2.2 mi (by road) NW of, on U.S. Route 250",38.4256,-79.5972,VA_1,Virginia,Plethodon,cinereus,R0011085,43.428,spring,7.9,1366
424774,S,USNM_10_04_19_morph_R0011094_04.jpg,USNM,5/6/79,1979,5,6,Virginia,Highland,"Monterey, 2.2 mi (by road) NW of, on U.S. Route 250",38.4256,-79.5972,VA_1,Virginia,Plethodon,cinereus,R0011095,39.842,spring,7.9,1366
424782,S,USNM_10_04_19_morph_R0011143_03.jpg,USNM,5/29/86,1986,5,29,Virginia,Highland,"Monterey, 2.2 mi (by road) NW of, on U.S. Route 250",38.4256,-79.5972,VA_1,Virginia,Plethodon,cinereus,R0011144,21.652,spring,9,1031
424783,S,USNM_10_04_19_morph_R0011135_06.jpg,USNM,5/29/86,1986,5,29,Virginia,Highland,"Monterey, 2.2 mi (by road) NW of, on U.S. Route 250",38.4256,-79.5972,VA_1,Virginia,Plethodon,cinereus,R0011136,NA,spring,9,1031
424784,S,USNM_10_04_19_morph_R0011143_04.jpg,USNM,5/29/86,1986,5,29,Virginia,Highland,"Monterey, 2.2 mi (by road) NW of, on U.S. Route 250",38.4256,-79.5972,VA_1,Virginia,Plethodon,cinereus,R0011144,28.53,spring,9,1031
424785,S,USNM_10_04_19_morph_R0011107_03.jpg,USNM,5/29/86,1986,5,29,Virginia,Highland,"Monterey, 2.2 mi (by road) NW of, on U.S. Route 250",38.4256,-79.5972,VA_1,Virginia,Plethodon,cinereus,R0011108,31.153,spring,9,1031
424786,S,USNM_10_04_19_morph_R0011094_07.jpg,USNM,5/29/86,1986,5,29,Virginia,Highland,"Monterey, 2.2 mi (by road) NW of, on U.S. Route 250",38.4256,-79.5972,VA_1,Virginia,Plethodon,cinereus,R0011097,42.366,spring,9,1031
424787,S,USNM_10_04_19_morph_R0011115_02.jpg,USNM,5/29/86,1986,5,29,Virginia,Highland,"Monterey, 2.2 mi (by road) NW of, on U.S. Route 250",38.4256,-79.5972,VA_1,Virginia,Plethodon,cinereus,R0011116,37.27,spring,9,1031
424788,S,USNM_10_04_19_morph_R0011062_10.jpg,USNM,5/29/86,1986,5,29,Virginia,Highland,"Monterey, 2.2 mi (by road) NW of, on U.S. Route 250",38.4256,-79.5972,VA_1,Virginia,Plethodon,cinereus,R0011065,46.282,spring,9,1031
424796,S,USNM_10_04_19_morph_R0011070_08.jpg,USNM,5/7/88,1988,5,7,Virginia,Highland,"Monterey, 2.2 mi (by road) NW of, on U.S. Route 250",38.4256,-79.5972,VA_1,Virginia,Plethodon,cinereus,R0011073,46.311,spring,7.7,911
424797,S,USNM_10_04_19_morph_R0011146_04.jpg,USNM,5/7/88,1988,5,7,Virginia,Highland,"Monterey, 2.2 mi (by road) NW of, on U.S. Route 250",38.4256,-79.5972,VA_1,Virginia,Plethodon,cinereus,R0011147,31.782,spring,7.7,911
424798,S,USNM_10_04_19_morph_R0011045_02.jpg,USNM,5/7/88,1988,5,7,Virginia,Highland,"Monterey, 2.2 mi (by road) NW of, on U.S. Route 250",38.4256,-79.5972,VA_1,Virginia,Plethodon,cinereus,R0011048,38.61,spring,7.7,911
424799,S,USNM_10_04_19_morph_R0011139_09.jpg,USNM,5/7/88,1988,5,7,Virginia,Highland,"Monterey, 2.2 mi (by road) NW of, on U.S. Route 250",38.4256,-79.5972,VA_1,Virginia,Plethodon,cinereus,R0011142,33.322,spring,7.7,911
424800,S,USNM_10_04_19_morph_R0011049_04.jpg,USNM,5/7/88,1988,5,7,Virginia,Highland,"Monterey, 2.2 mi (by road) NW of, on U.S. Route 250",38.4256,-79.5972,VA_1,Virginia,Plethodon,cinereus,R0011050,44.757,spring,7.7,911
424801,S,USNM_10_04_19_morph_R0011049_06.jpg,USNM,5/7/88,1988,5,7,Virginia,Highland,"Monterey, 2.2 mi (by road) NW of, on U.S. Route 250",38.4256,-79.5972,VA_1,Virginia,Plethodon,cinereus,R0011053,43.802,spring,7.7,911
424802,S,USNM_10_04_19_morph_R0011070_06.jpg,USNM,5/7/88,1988,5,7,Virginia,Highland,"Monterey, 2.2 mi (by road) NW of, on U.S. Route 250",38.4256,-79.5972,VA_1,Virginia,Plethodon,cinereus,R0011073,44.684,spring,7.7,911
424803,S,USNM_10_04_19_morph_R0011086_05.jpg,USNM,5/7/88,1988,5,7,Virginia,Highland,"Monterey, 2.2 mi (by road) NW of, on U.S. Route 250",38.4256,-79.5972,VA_1,Virginia,Plethodon,cinereus,R0011087,44.21,spring,7.7,911
424804,S,USNM_10_04_19_morph_R0011115_04.jpg,USNM,5/7/88,1988,5,7,Virginia,Highland,"Monterey, 2.2 mi (by road) NW of, on U.S. Route 250",38.4256,-79.5972,VA_1,Virginia,Plethodon,cinereus,R0011116,38.767,spring,7.7,911
424805,S,USNM_10_04_19_morph_R0011049_07.jpg,USNM,5/7/88,1988,5,7,Virginia,Highland,"Monterey, 2.2 mi (by road) NW of, on U.S. Route 250",38.4256,-79.5972,VA_1,Virginia,Plethodon,cinereus,R0011053,47.965,spring,7.7,911
424806,S,USNM_10_04_19_morph_R0011070_09.jpg,USNM,5/7/88,1988,5,7,Virginia,Highland,"Monterey, 2.2 mi (by road) NW of, on U.S. Route 250",38.4256,-79.5972,VA_1,Virginia,Plethodon,cinereus,R0011073,41.306,spring,7.7,911
424829,S,USNM_10_04_19_morph_R0011135_07.jpg,USNM,5/2/70,1970,5,2,Virginia,Bath,"George Washington National Forest, on Forest Route 124 at its junction with the road to Duncan Knob lookout tower, 3.6 mi (by road) NE of the junction of Forest Route 124 and U.S. Route 220",38.1642,-79.7056,VA_2,Virginia,Plethodon,cinereus,R0011138,19.28,spring,9.3,938
424830,S,USNM_10_04_19_morph_R0011115_08.jpg,USNM,5/2/70,1970,5,2,Virginia,Bath,"George Washington National Forest, on Forest Route 124 at its junction with the road to Duncan Knob lookout tower, 3.6 mi (by road) NE of the junction of Forest Route 124 and U.S. Route 220",38.1642,-79.7056,VA_2,Virginia,Plethodon,cinereus,R0011136,22.373,spring,9.3,938
424831,S,USNM_10_04_19_morph_R0011090_10.jpg,USNM,5/2/70,1970,5,2,Virginia,Bath,"George Washington National Forest, on Forest Route 124 at its junction with the road to Duncan Knob lookout tower, 3.6 mi (by road) NE of the junction of Forest Route 124 and U.S. Route 220",38.1642,-79.7056,VA_2,Virginia,Plethodon,cinereus,R0011093,37.334,spring,9.3,938
424832,S,USNM_10_04_19_morph_R0011154_03.jpg,USNM,5/2/70,1970,5,2,Virginia,Bath,"George Washington National Forest, on Forest Route 124 at its junction with the road to Duncan Knob lookout tower, 3.6 mi (by road) NE of the junction of Forest Route 124 and U.S. Route 220",38.1642,-79.7056,VA_2,Virginia,Plethodon,cinereus,R0011155,35.513,spring,9.3,938
424839,S,USNM_10_04_19_morph_R0011143_02.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011144,21.849,spring,8.6,958
424840,S,USNM_10_04_19_morph_R0011119_08.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011122,40.364,spring,8.6,958
424841,S,USNM_10_04_19_morph_R0011123_02.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011124,43.481,spring,8.6,958
424842,S,USNM_10_04_19_morph_R0011041_04.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011042,42.331,spring,8.6,958
424843,S,USNM_10_04_19_morph_R0011123_08.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011126,45.946,spring,8.6,958
424844,S,USNM_10_04_19_morph_R0011131_09.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011134,48.689,spring,8.6,958
424845,S,USNM_10_04_19_morph_R0011131_05.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011132,41.792,spring,8.6,958
424846,S,USNM_10_04_19_morph_R0011131_01.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011132,46.256,spring,8.6,958
424847,S,USNM_10_04_19_morph_R0011094_06.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011097,39.363,spring,8.6,958
424848,S,USNM_10_04_19_morph_R0011150_04.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011153,46.672,spring,8.6,958
424849,S,USNM_10_04_19_morph_R0011150_08.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011153,47.114,spring,8.6,958
424850,S,USNM_10_04_19_morph_R0011078_07.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011081,43.061,spring,8.6,958
424851,S,USNM_10_04_19_morph_R0011103_06.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011106,46.54,spring,8.6,958
424852,S,USNM_10_04_19_morph_R0011123_06.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011126,50.259,spring,8.6,958
424853,S,USNM_10_04_19_morph_R0011150_09.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011153,43.54,spring,8.6,958
424854,S,USNM_10_04_19_morph_R0011127_02.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011128,45.709,spring,8.6,958
424855,S,USNM_10_04_19_morph_R0011131_02.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011132,43.278,spring,8.6,958
424856,S,USNM_10_04_19_morph_R0011041_02.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011042,36.636,spring,8.6,958
424857,S,USNM_10_04_19_morph_R0011094_03_2.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011095,46.302,spring,8.6,958
424858,S,USNM_10_04_19_morph_R0011090_04.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011091,39.65,spring,8.6,958
424859,S,USNM_10_04_19_morph_R0011131_06.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011134,42.251,spring,8.6,958
424860,S,USNM_10_04_19_morph_R0011131_07.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011134,46.006,spring,8.6,958
424861,S,USNM_10_04_19_morph_R0011154_04.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011155,37.773,spring,8.6,958
424862,S,USNM_10_04_19_morph_R0011094_01.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011095,40.606,spring,8.6,958
424863,S,USNM_10_04_19_morph_R0011154_07.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011158,33.294,spring,8.6,958
424864,S,USNM_10_04_19_morph_R0011111_08.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011114,40.601,spring,8.6,958
424865,S,USNM_10_04_19_morph_R0011150_03.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011151,45.626,spring,8.6,958
424866,S,USNM_10_04_19_morph_R0011115_03.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011116,41.11,spring,8.6,958
424867,S,USNM_10_04_19_morph_R0011150_06.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011151,47.703,spring,8.6,958
424868,S,USNM_10_04_19_morph_R0011078_06.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011081,45.839,spring,8.6,958
424869,S,USNM_10_04_19_morph_R0011054_04.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011055,46.248,spring,8.6,958
424870,S,USNM_10_04_19_morph_R0011090_05.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011091,46.655,spring,8.6,958
424871,S,USNM_10_04_19_morph_R0011103_05.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011104,38.27,spring,8.6,958
424872,S,USNM_10_04_19_morph_R0011123_03.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011124,45.898,spring,8.6,958
424873,U,USNM_10_04_19_morph_R0011119_05.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011120,NA,spring,8.6,958
424874,S,USNM_10_04_19_morph_R0011119_03.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011120,37.638,spring,8.6,958
424875,S,USNM_10_04_19_morph_R0011119_06.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011122,40.06,spring,8.6,958
424876,S,USNM_10_04_19_morph_R0011066_03.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011067,NA,spring,8.6,958
424877,S,USNM_10_04_19_morph_R0011123_04.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011124,45.81,spring,8.6,958
424878,S,USNM_10_04_19_morph_R0011127_05.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011128,45.587,spring,8.6,958
424879,S,USNM_10_04_19_morph_R0011131_08.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011134,45.552,spring,8.6,958
424880,S,USNM_10_04_19_morph_R0011074_06.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011077,45.128,spring,8.6,958
424881,S,USNM_10_04_19_morph_R0011037_03.jpg,USNM,4/21/68,1968,4,21,Virginia,Bath,"George Washington National Forest, on Forest Route 124, 2.6 mi (by road) NE of U.S. Route 220 and 1.0 mile (by road) SW of Duncan Knob lookout tower",38.1581,-79.7158,VA_2,Virginia,Plethodon,cinereus,R0011038,44.617,spring,8.6,958
432481,S,USNM_10_04_19_morph_R0011019_05.jpg,USNM,10/23/60,1960,10,23,Virginia,Giles,"Jefferson National Forest, on Johns Creek Road (VA Route 632), 1.8 mi SW of its junction with VA Route 601",37.3783,-80.4789,VA_3,Southern,Plethodon,cinereus,R0011020,17.226,fall,9.2,905
